"clip_id","number","track","phonogram","sound_index","label","filename","duration_seconds","bytes","sha256","source_track","source_track_sha256","source_start_seconds","source_end_seconds","transformation"
"spalding-055-01","55","3","gu","1","/g/ as in guess","spalding-055-gu-01-g-as-in-guess.mp3","0.15","5370","d0854902251c095202107d03293e4bbd0863f01666887016fd22b115b0b69929","Track03.mp3","b5dae34422ed3e6737bf9017efad985b31cb5c65fd83cb0c08334b157300548d","65.74","65.89","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-056-01","56","3","ph","1","/f/ as in phone","spalding-056-ph-01-f-as-in-phone.mp3","0.36","10388","6c064fdbfa85d58030702ba4b33580689d2bb7d431add4a29bc27b1b1ccc15ab","Track03.mp3","b5dae34422ed3e6737bf9017efad985b31cb5c65fd83cb0c08334b157300548d","73.395","73.755","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-057-01","57","3","ough","1","/ō/ as in though","spalding-057-ough-01-long-o-as-in-though.mp3","0.415011","11647","258a2cee29572f4f4a9631b15a5fff02b9201d02a07eaf551e73c644fac4e7fb","Track03.mp3","b5dae34422ed3e6737bf9017efad985b31cb5c65fd83cb0c08334b157300548d","79.94","80.355","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-057-02","57","3","ough","2","/oo/ as in through","spalding-057-ough-02-oo-as-in-through.mp3","0.45","12905","3d3f12e91d1de1ff1617c1ea60071c050f185b385ee8f29c5a39566595c43c62","Track03.mp3","b5dae34422ed3e6737bf9017efad985b31cb5c65fd83cb0c08334b157300548d","80.925","81.375","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-057-03","57","3","ough","3","/ŭf/ as in rough","spalding-057-ough-03-short-uf-as-in-rough.mp3","0.205011","6631","ad118f5eac6741720f906c9521e144614dc9cf786a7f15fce5feb9a8c95f6115","Track03.mp3","b5dae34422ed3e6737bf9017efad985b31cb5c65fd83cb0c08334b157300548d","81.965","82.17","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-057-04","57","3","ough","4","/ŏf/ as in cough","spalding-057-ough-04-short-of-as-in-cough.mp3","0.28","8513","a5e93c8ae1b5fab3f922f54a948cb6a13b92f3e8d101780bde50ebdfb6311f27","Track03.mp3","b5dae34422ed3e6737bf9017efad985b31cb5c65fd83cb0c08334b157300548d","82.905","83.185","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-057-05","57","3","ough","5","/aw/ as in thought","spalding-057-ough-05-aw-as-in-thought.mp3","0.37","11023","43297ed0818f924ab82713159e1264ab5c05d93697054f856e4ff943318722ca","Track03.mp3","b5dae34422ed3e6737bf9017efad985b31cb5c65fd83cb0c08334b157300548d","83.91","84.28","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-057-06","57","3","ough","6","/ow/ as in bough","spalding-057-ough-06-ow-as-in-bough.mp3","0.345011","10393","0dbeda0a9112757959cf0b07269082f7a46d117d81430ffaf84723609c7bae90","Track03.mp3","b5dae34422ed3e6737bf9017efad985b31cb5c65fd83cb0c08334b157300548d","84.87","85.215","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-058-01","58","3","oe","1","/ō/ as in toe","spalding-058-oe-01-long-o-as-in-toe.mp3","0.46","12891","bfe93cc2ea5c389cb9273941b75305d913e7070bb54f97f69a423c3972ee121a","Track03.mp3","b5dae34422ed3e6737bf9017efad985b31cb5c65fd83cb0c08334b157300548d","93.095","93.555","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-059-01","59","4","ey","1","/ē/ as in key","spalding-059-ey-01-long-e-as-in-key.mp3","0.405011","11635","2ffe73bea0d6b9d3111b31e04291784c4301b8ffa0853d872396fcb852fdd62d","Track04.mp3","8ac8d247ccda0588e5ca19846425faaa22c96b830969a43d5f1e59fdd7b7ec1e","6.37","6.775","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-059-02","59","4","ey","2","/ā/ as in they","spalding-059-ey-02-long-a-as-in-they.mp3","0.255011","7875","b8cbc3e65ffc1051b2f6e458382940f7d6d7871216ae77e988d200aaa2a1381a","Track04.mp3","8ac8d247ccda0588e5ca19846425faaa22c96b830969a43d5f1e59fdd7b7ec1e","7.185","7.44","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-060-01","60","4","igh","1","/ī/ as in night","spalding-060-igh-01-long-i-as-in-night.mp3","0.405011","11643","131b221d6bb552aac8dba7fe7c5d963d754d95e573939c7b777e8bb2b469bb7f","Track04.mp3","8ac8d247ccda0588e5ca19846425faaa22c96b830969a43d5f1e59fdd7b7ec1e","14.37","14.775","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-061-01","61","4","kn","1","/n/; used at the beginning of a base word","spalding-061-kn-01-n-used-at-the-beginning-of-a-base-word.mp3","0.53","14826","ac5ba2a0ddd9df306ac07d123cb8339cddd7033d3c31294e6b5b1aed65903c7e","Track04.mp3","8ac8d247ccda0588e5ca19846425faaa22c96b830969a43d5f1e59fdd7b7ec1e","22.41","22.94","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-062-01","62","4","gn","1","/n/ as in gnat or sign","spalding-062-gn-01-n-as-in-gnat-or-sign.mp3","0.515011","14162","7d410c9765f5c9b85168086a785dcdc48e079c19f31041f42289f5c78a0ea769","Track04.mp3","8ac8d247ccda0588e5ca19846425faaa22c96b830969a43d5f1e59fdd7b7ec1e","30.27","30.785","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-063-01","63","4","wr","1","/r/; used at the beginning of a base word","spalding-063-wr-01-r-used-at-the-beginning-of-a-base-word.mp3","0.195011","6677","82b6f9086c74d41a991513ec24f5472c5b87b4a2f00673f536d1c217e458b98a","Track04.mp3","8ac8d247ccda0588e5ca19846425faaa22c96b830969a43d5f1e59fdd7b7ec1e","37.04","37.235","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-064-01","64","4","ie","1","/ē/ as in field","spalding-064-ie-01-long-e-as-in-field.mp3","0.385011","11014","0d65166fbcbd51e4c133bd2c809128d43f4959aa88454aa2c556cce4ed3d3637","Track04.mp3","8ac8d247ccda0588e5ca19846425faaa22c96b830969a43d5f1e59fdd7b7ec1e","44.325","44.71","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-064-02","64","4","ie","2","/ī/ as in pie","spalding-064-ie-02-long-i-as-in-pie.mp3","0.405011","11637","e95fc861d966a790c64ccccb7797eb4fa936605e5b099bd308de5c6a56a5a462","Track04.mp3","8ac8d247ccda0588e5ca19846425faaa22c96b830969a43d5f1e59fdd7b7ec1e","45.38","45.785","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-064-03","64","4","ie","3","/ĭ/ as in sieve","spalding-064-ie-03-short-i-as-in-sieve.mp3","0.2","6624","9da7bd26019df58fe5be18681f3e2d135223ae946d2ada3e5cac549b9c103a3f","Track04.mp3","8ac8d247ccda0588e5ca19846425faaa22c96b830969a43d5f1e59fdd7b7ec1e","46.42","46.62","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-065-01","65","4","dge","1","/j/ as in edge","spalding-065-dge-01-j-as-in-edge.mp3","0.225011","7251","9633d09be1fc25b5dc7bee6f6bb51716443726febbe7858c3799b5403c50363c","Track04.mp3","8ac8d247ccda0588e5ca19846425faaa22c96b830969a43d5f1e59fdd7b7ec1e","53.075","53.3","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-066-01","66","4","ei","1","/ē/ as in receive","spalding-066-ei-01-long-e-as-in-receive.mp3","0.45","12897","1513e0a47ddaf3389dc6f746ea5ee02c0f74a505641228db82bce7dc35ac6199","Track04.mp3","8ac8d247ccda0588e5ca19846425faaa22c96b830969a43d5f1e59fdd7b7ec1e","60.66","61.11","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-066-02","66","4","ei","2","/ā/ as in vein","spalding-066-ei-02-long-a-as-in-vein.mp3","0.475011","13519","b68e30545bd7b08953b1f5d15903b85d3e2ad35ae058eab7449a1c0c267b8c76","Track04.mp3","8ac8d247ccda0588e5ca19846425faaa22c96b830969a43d5f1e59fdd7b7ec1e","61.51","61.985","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-066-03","66","4","ei","3","/ī/ as in height","spalding-066-ei-03-long-i-as-in-height.mp3","0.23","7255","a4671c35c4dd9c13af66e16c4cedb5a76a7d753f3d2e6d131db5b9674fe3e6a3","Track04.mp3","8ac8d247ccda0588e5ca19846425faaa22c96b830969a43d5f1e59fdd7b7ec1e","62.385","62.615","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-067-01","67","4","eigh","1","/ā/ as in eight","spalding-067-eigh-01-long-a-as-in-eight.mp3","0.47","12897","bc6d6d14e541b071714c3f5729949cae9ba18013092f72f15702f8d2e882117c","Track04.mp3","8ac8d247ccda0588e5ca19846425faaa22c96b830969a43d5f1e59fdd7b7ec1e","69.56","70.03","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-068-01","68","4","ti","1","/sh/ as in nation","spalding-068-ti-01-sh-as-in-nation.mp3","0.3","9138","0da038e6e0bbdb47680629c5fb366732e3372320efe48444671bb230a30d9522","Track04.mp3","8ac8d247ccda0588e5ca19846425faaa22c96b830969a43d5f1e59fdd7b7ec1e","79.355","79.655","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-069-01","69","4","si","1","/sh/ as in session","spalding-069-si-01-sh-as-in-session.mp3","0.275011","8512","2bfffe6e263441210f772bbd4a2e50691dec2a45e995124c9f76861419e50de0","Track04.mp3","8ac8d247ccda0588e5ca19846425faaa22c96b830969a43d5f1e59fdd7b7ec1e","86.98","87.255","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-069-02","69","4","si","2","/zh/ as in vision","spalding-069-si-02-zh-as-in-vision.mp3","0.355011","10390","e2ba4b2a5a0b8497387620e71e7159f8eac8f624404ce59cb69c59bff9d8b98c","Track04.mp3","8ac8d247ccda0588e5ca19846425faaa22c96b830969a43d5f1e59fdd7b7ec1e","87.9","88.255","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
"spalding-070-01","70","4","ci","1","/sh/ as in special","spalding-070-ci-01-sh-as-in-special.mp3","0.29","9138","ac1a9753a2b16c438e32332b506fd065166254f7376621e06f2b6b4b3d5e24c6","Track04.mp3","8ac8d247ccda0588e5ca19846425faaa22c96b830969a43d5f1e59fdd7b7ec1e","94.43","94.72","Exact source interval re-encoded to mono 44.1 kHz 192 kbps MP3; no replacement or synthesized audio"
